full_name,race,gender,age,job_title,state,city,zip_code,salary
Emmanuel Raincin,Hispanic,Male,19,Project Manager,New York,Rochester,14624,16117.93
Heindrick Roddell,White,Male,60,Administrative Officer,New York,Rochester,14614,21744.7
Floyd Chamberlaine,Hispanic,Male,36,Occupational Therapist,New York,New York City,10175,21869.02
Alex Hriinchenko,White,Male,40,Help Desk Technician,New York,Buffalo,14269,19215.72
Kimble Tollerfield,White,Male,50,Research Associate,New York,Elmira,14905,17472.24
Whitby Isaak,White,Male,41,Marketing Manager,New York,New York City,10045,22336.01
Phyllys Paszek,Black,Female,27,Nurse,New York,Mount Vernon,10557,19157.96
Hubie McKelvie,White,Male,19,Associate Professor,New York,Buffalo,14263,18155.9
Edith Hebblewaite,White,Female,24,Lawyer,New York,Brooklyn,11225,22214.76
Britt Oxborrow,White,Female,51,Assistant Media Planner,New York,Yonkers,10705,21656.19
Flint McCathay,Black,Male,19,VP Marketing,New York,New York City,10009,15979.44
Davon Landsbury,Asian,Male,41,VP Sales,New York,Albany,12205,24563.83
Hersch Goudy,Hispanic,Male,44,Administrative Officer,New York,Bronx,10454,16370.47
Kaycee Desbrow,Black,Female,46,Lawyer,New York,New York City,10120,23302.18
Amalita Ivashev,Hispanic,Female,40,Information Systems Manager,New York,Rochester,14683,24667.12
Conny Dunphie,White,Male,44,Executive Secretary,New York,Albany,12247,20044.11
Elvis Avramov,White,Male,33,Lawyer,New York,New York City,10270,20615.11
Vin Tinham,White,Male,56,Lawyer,New York,New York City,10160,19259.87
Barron Cunniam,Hispanic,Male,47,Environmental Specialist,New York,Albany,12255,24701.69
Ross Hawken,Hispanic,Male,57,Media Manager,New York,Albany,12242,22282.32
Vinny Filippazzo,Asian,Female,55,Lawyer,New York,New York City,10120,17188.9
Horst Hovee,Hispanic,Male,63,Lawyer,New York,Bronx,10464,24285.96
Charo Ugo,White,Female,35,Marketing Assistant,New York,Rochester,14652,16251.57
Gayle Marcinkus,White,Male,30,General Manager,New York,New York City,10275,24496.48
Basilio Trevena,Hispanic,Male,51,GIS Technical Architect,New York,New York City,10270,21110.36
Stanleigh Turner,White,Male,35,Clinical Specialist,New York,Syracuse,13210,23372.42
Adelle McArdle,White,Female,25,Senior Sales Associate,New York,Brooklyn,11220,19552.37
Sandie Jenteau,Other,Female,25,Administrative Officer,New York,Buffalo,14233,20953.56
Nance Ducarne,Black,Female,68,Administrative Officer,New York,New York City,10110,23668.73
Leann Sidney,Hispanic,Female,19,Lawyer,New York,Flushing,11355,17481.24
Nicholas Thorald,White,Male,18,Registered Nurse,New York,Bronx,10469,15268.78
Angeli Clutheram,White,Male,38,Environmental Tech,New York,Hicksville,11854,24708.88
Ambur Wyles,White,Female,69,VP Accounting,New York,New York City,10019,22897.96
Natassia Perren,Asian,Female,42,Information Systems Manager,New York,New York City,10004,21600.65
Sophronia Drawmer,Black,Female,23,Environmental Specialist,New York,Albany,12242,20963.91
Bradley Nucci,White,Male,45,Teacher,New York,Elmira,14905,21541.42
April Olsen,White,Female,58,Internal Auditor,New York,New York City,10292,17138.58
Marcelline Furley,White,Female,45,Lawyer,New York,New York City,10105,16548.79
Karie Hebbes,White,Female,42,Systems Administrator,New York,Albany,12232,15939.68
Adams Treece,Hispanic,Male,57,Software Developer,New York,Buffalo,14276,16656.59
Millard Musk,Hispanic,Male,67,Recruiting Manager,New York,White Plains,10606,18230.18
Lory Adame,White,Female,66,Project Manager,New York,Jamaica,11480,21095.28
Udale Plott,White,Male,58,Human Resources,New York,Jamaica,11407,21137.93
Radcliffe Battrick,White,Male,26,Marketing Assistant,New York,Jamaica,11436,23825.45
Giulia Eeles,Hispanic,Female,21,Financial Analyst,New York,Albany,12255,22783.3
Brendis Bowring,White,Male,44,Teacher,New York,Buffalo,14225,21891.05
Davin Tubble,White,Male,51,GIS Technical Architect,New York,Brooklyn,11210,20918.67
Mathe Lackmann,Black,Male,52,Research Assistant,New York,New York City,10034,21598.37
Mei Blankley,Asian,Female,31,Software Developer,New York,New York City,10203,22878.34
Sharyl Adolphine,Black,Female,18,Editor,New York,New York City,10275,21793.77
Nathanial Potteril,White,Male,50,Desktop Support Technician,New York,New York City,10009,17139.23
Ellery Hammell,White,Male,58,Software Developer,New York,New York City,10150,20905.84
Vikki Undy,Other,Female,28,Account Executive,New York,Buffalo,14276,22293.65
Enid Rust,White,Female,63,Human Resources,New York,Rochester,14683,20953.04
Nicolle Patinkin,Hispanic,Female,49,Lawyer,New York,Albany,12222,23826.25
Vivien Keddy,White,Female,20,Executive Assistant,New York,Rochester,14619,21880.32
Consuelo Cafe,Hispanic,Female,47,Help Desk Operator,New York,Flushing,11355,15733
Arv Riggeard,White,Male,54,Recruiter,New York,New York City,10280,24859.13
Doug Gillebert,White,Male,61,Lawyer,New York,New York City,10125,15381.95
Norrie Ealden,White,Female,41,Environmental Specialist,New York,New York City,10184,20489.16
Lou Vaughan-Hughes,Hispanic,Female,64,Executive Secretary,New York,Flushing,11388,16164.81
Miguel Mulhill,White,Male,68,Senior Sales Associate,New York,Mount Vernon,10557,16692.43
Aarika Joutapavicius,White,Female,48,GIS Technical Architect,New York,Syracuse,13217,18257.45
Edwin Speirs,Black,Male,57,VP Sales,New York,New York City,10260,17323.09
Caspar Foard,Black,Male,33,Junior Executive,New York,Schenectady,12325,19863.74
Tony Westwater,Hispanic,Male,59,Legal Assistant,New York,Brooklyn,11241,22629.52
Garret Bloschke,Other,Male,70,Accountant,New York,Jamaica,11407,22139.51
Meredeth Semiraz,White,Male,48,Environmental Specialist,New York,Jamaica,11447,21228.54
Sly Rosle,White,Male,69,Research Assistant,New York,New York City,10292,17236.02
Courtney Allcock,White,Male,28,Graphic Designer,New York,Rochester,14614,24254.46
Sarah Curado,White,Female,27,Automation Specialist,New York,Bronx,10459,18347.31
Chev Pinar,White,Male,68,Paralegal,New York,Rochester,14604,22201.01
Paulo Lergan,White,Male,48,Biostatistician,New York,New York City,10009,21569.06
Luther Redmell,Hispanic,Male,19,Software Consultant,New York,New York City,10184,22278.19
Venus Dahlen,Black,Female,67,Lawyer,New York,Brooklyn,11236,20223.01
Ema Semaine,White,Female,35,VP Quality Control,New York,Rochester,14609,17020.4
Lauritz Koeppke,Hispanic,Male,25,Research Associate,New York,Albany,12262,17485.74
Giustina Piddletown,White,Female,42,Recruiter,New York,New York City,10280,15408.57
Della Baigent,Black,Female,36,Lawyer,New York,New York City,10249,19602.32
Tootsie O' Clovan,Asian,Female,67,Lawyer,New York,Brooklyn,11215,16160
Hilde Savory,Other,Female,43,Associate Professor,New York,Utica,13505,15990.05
Archie Iashvili,White,Male,24,Financial Analyst,New York,Brooklyn,11254,21406.8
Anders Innis,Black,Male,21,VP Quality Control,New York,Brooklyn,11247,23730.86
Tanya Reaveley,Hispanic,Female,40,Geologist,New York,Albany,12227,23728.22
Langsdon Cecchetelli,Black,Male,23,Automation Specialist,New York,Rochester,14646,23606.38
Deck Danahar,White,Male,44,Lawyer,New York,Albany,12255,16158.66
Roobbie Dell Casa,White,Female,42,Nurse Practicioner,New York,Buffalo,14225,23788
Dick Arboine,White,Male,31,Safety Technician,New York,New York City,10175,23124.84
Elysia Glitherow,White,Female,43,Compensation Analyst,New York,New York City,10170,15280.59
Alan Hennemann,White,Male,32,Health Coach,New York,New York City,10105,17622.05
Alameda Higgan,Hispanic,Female,62,Information Systems Manager,New York,Jamaica,11499,17941.12
Osbourne Petracek,White,Male,36,Accountant,New York,New York City,10019,23465.87
Shanda Alvarado,White,Female,68,Business Systems Development Analyst,New York,Bronx,10454,21305.72
Evan Olifaunt,White,Male,26,Recruiting Manager,New York,New York City,10155,20131.43
Lucien Ridoutt,Hispanic,Male,36,Lawyer,New York,Buffalo,14233,23263.6
Shell Pyne,White,Female,24,Web Designer,New York,Buffalo,14269,20178.54
Ennis Jailler,White,Male,19,Dental Hygienist,New York,Buffalo,14215,16117.93
Wyndham Clift,White,Male,45,Lawyer,New York,White Plains,10606,21744.7
Vincenz Waterstone,Other,Male,57,Office Assistant,New York,New York City,10110,21869.02
Farlee Varah,White,Male,55,Graphic Designer,New York,Jamaica,11499,19215.72
Ursuline Pinnington,Black,Female,51,Professor,New York,Brooklyn,11254,17472.24
Bobbe Cadamy,White,Female,26,Safety Technician,New York,Albany,12237,22336.01
Drugi Lightbown,Asian,Male,50,Project Manager,New York,Brooklyn,11254,19157.96
Shirley Tommasetti,White,Female,66,Payment Adjustment Coordinator,New York,White Plains,10606,18155.9
Any Gwatkins,White,Male,20,Actuary,New York,Albany,12232,22214.76
Valentino Leftwich,Hispanic,Male,68,Help Desk Operator,New York,New York City,10292,21656.19
Dino Charker,White,Male,36,Accountant,New York,Jamaica,11499,15979.44
Garold Freke,White,Male,35,Community Outreach Specialist,New York,Bronx,10474,24563.83
Jarrod Maccrae,Black,Male,70,Sales Representative,New York,New York City,10184,16370.47
Tabatha Skiplorne,White,Female,24,Physical Therapy Assistant,New York,Schenectady,12305,23302.18
Clarissa Posthill,Black,Female,59,Physical Therapy Assistant,New York,Rochester,14683,24667.12
Remus Hearsey,White,Male,38,Lawyer,New York,New York City,10170,20044.11
Ban Gronauer,White,Male,71,Internal Auditor,New York,Brooklyn,11254,20615.11
Melantha Matura,White,Female,58,Research Assistant,New York,Albany,12242,19259.87
Gunter Yanin,White,Male,64,Systems Administrator,New York,New York City,10039,24701.69
Celestine Atterbury,White,Female,49,Community Outreach Specialist,New York,Brooklyn,11220,22282.32
Caldwell Dublin,Hispanic,Male,42,Lawyer,New York,New York City,10131,17188.9
Janka Gooders,White,Female,67,Executive Assistant,New York,Albany,12205,24285.96
Gail Maund,White,Female,65,Internal Auditor,New York,New Hyde Park,11044,16251.57
Maryanne Ginger,White,Female,39,VP Sales,New York,Brooklyn,11220,24496.48
Kristian Blower,White,Male,43,Nurse,New York,New York City,10275,21110.36
Fidelity Allibone,Other,Female,46,Marketing Assistant,New York,Buffalo,14225,23372.42
Michael Race,White,Male,27,Project Manager,New York,Jamaica,11470,19552.37
Frieda Rieger,Asian,Female,40,Cost Accountant,New York,Schenectady,12305,20953.56
Vinni Galea,White,Female,68,Buget Analyst,New York,Jamaica,11499,23668.73
Suki Orrobin,White,Female,45,Accountant,New York,Staten Island,10310,17481.24
Conny Dunnan,Hispanic,Female,68,VP Product Management,New York,New York City,10260,15268.78
Major Cumberledge,Hispanic,Male,50,Biostatistician,New York,Albany,12227,24708.88
Arin Codron,Hispanic,Male,55,Database Administrator,New York,Albany,12222,22897.96
Leroi Eagle,American Indian & Alaska Native,Male,26,Junior Executive,New York,Albany,12237,21600.65
Dana Eastgate,White,Male,45,Lawyer,New York,Bronx,10464,20963.91
Tam D'Ruel,Asian,Male,40,Software Developer,New York,Bronx,10459,21541.42
Allen Shimuk,Hispanic,Male,41,Technical Writer,New York,New York City,10034,17138.58
Judith Pisco,White,Female,38,Lawyer,New York,Brooklyn,11220,16548.79
Elisa Adao,White,Female,30,Lawyer,New York,New York City,10019,15939.68
Rosco Slucock,White,Male,44,Staff Scientist,New York,New York City,10170,16656.59
Ulick Lewington,Asian,Male,23,Lawyer,New York,Syracuse,13251,18230.18
Pietro Lampbrecht,White,Male,34,Sales Associate,New York,Rochester,14624,21095.28
Kippy Gegg,Black,Male,18,Actuary,New York,New York City,10184,21137.93
Nixie Dunsmore,White,Female,50,Nurse Practicioner,New York,Rochester,14639,23825.45
Allie Huggen,Hispanic,Male,64,Nurse,New York,New York City,10099,22783.3
Connie Ick,White,Female,51,Buget Analyst,New York,New York City,10184,21891.05
Sharlene Baggiani,Asian,Female,44,Actuary,New York,New York City,10125,20918.67
Nanete Van den Dael,Hispanic,Female,66,VP Marketing,New York,Buffalo,14233,21598.37
Flin Chappel,Black,Male,27,Systems Administrator,New York,Albany,12222,22878.34
Torrence Melbert,White,Male,31,Business Systems Development Analyst,New York,Bronx,10469,21793.77
Shanan Holdforth,White,Male,47,Research Associate,New York,New York City,10099,17139.23
Jared Chiplen,White,Male,46,Safety Technician,New York,Albany,12205,20905.84
Christine Champkin,White,Female,34,Lawyer,New York,Brooklyn,11241,22293.65
Ingram Rodenburgh,White,Male,51,Systems Administrator,New York,New Hyde Park,11044,20953.04
Anthony Krollmann,White,Male,26,Software Developer,New York,New York City,10029,23826.25
Allix Kemery,Hispanic,Female,63,Sales Associate,New York,New York City,10260,21880.32
Patrica Mynett,Other,Female,27,Recruiting Manager,New York,Schenectady,12305,15733
Woodman Scadding,Asian,Male,21,Office Assistant,New York,Mount Vernon,10557,24859.13
Alison Halkyard,White,Female,37,Human Resources,New York,New York City,10009,15381.95
Walden Sedgman,White,Male,47,Senior Editor,New York,New York City,10270,20489.16
Reinald Mulleary,White,Male,39,Payment Adjustment Coordinator,New York,New York City,10275,16164.81
Gustav Levay,White,Male,53,Actuary,New York,Jamaica,11436,16692.43
Rosetta Gueny,White,Female,57,Cost Accountant,New York,Brooklyn,11215,18257.45
Vannie Norville,White,Female,43,Software Developer,New York,Bronx,10469,17323.09
Hashim Brandel,White,Male,22,Tax Accountant,New York,Flushing,11355,19863.74
Gian Pittendreigh,White,Male,66,Lawyer,New York,Bronx,10474,22629.52
Issie Bransdon,White,Female,45,Software Developer,New York,New York City,10249,22139.51
Fan O'Carran,American Indian & Alaska Native,Female,26,Professor,New York,New York City,10004,21228.54
Jeromy Reeday,Asian,Male,47,Information Systems Manager,New York,Jamaica,11499,17236.02
Roselle Dacres,White,Female,34,Statistician,New York,New York City,10249,24254.46
Ainslee Ghidoni,Asian,Female,59,GIS Technical Architect,New York,New Hyde Park,11044,18347.31
Percival McTrustram,Black,Male,36,Cost Accountant,New York,Buffalo,14269,22201.01
Godfree Sempill,White,Male,48,Lawyer,New York,New York City,10079,21569.06
Sigmund Adamowicz,Black,Male,50,Legal Assistant,New York,New York City,10014,22278.19
Evita Baudain,White,Female,47,Financial Advisor,New York,New York City,10165,20223.01
Joey Lesmonde,Black,Male,33,Recruiting Manager,New York,New York City,10110,17020.4
Jennine Egdale,Asian,Female,70,Help Desk Operator,New York,New York City,10260,17485.74
Maurita Simmings,White,Female,59,Lawyer,New York,Bronx,10454,15408.57
Archer Yourell,Hispanic,Male,62,Environmental Tech,New York,New York City,10115,19602.32
Brocky Poff,Hispanic,Male,25,Sales Representative,New York,Jamaica,11436,16160
Allissa Covelle,White,Female,66,Director of Sales,New York,New York City,10045,15990.05
Fowler Elfitt,White,Male,18,Software Developer,New York,Bronx,10474,21406.8
Denni Newlin,White,Female,38,Lawyer,New York,New York City,10090,23730.86
Town McGann,White,Male,54,Senior Developer,New York,Syracuse,13251,23728.22
Berenice Swapp,Black,Female,23,Technical Writer,New York,Jamaica,11470,23606.38
Zulema Straker,White,Female,67,Senior Financial Analyst,New York,Albany,12262,16158.66
Edan Jakovijevic,Hispanic,Male,25,Community Outreach Specialist,New York,Utica,13505,23788
Reyna Farquhar,Hispanic,Female,31,Environmental Tech,New York,Bronx,10464,23124.84
Kevyn Mc Carrick,White,Female,19,Lawyer,New York,Brooklyn,11241,15280.59
Hermia MacPeake,White,Female,39,Senior Sales Associate,New York,Syracuse,13251,17622.05
Clem Diggell,White,Male,28,Account Executive,New York,Rochester,14646,17941.12
Dionysus Fagan,White,Male,62,Editor,New York,Flushing,11388,23465.87
Otha McMurtyr,White,Female,23,Automation Specialist,New York,Mount Vernon,10557,21305.72
Gerry MacMillan,White,Male,53,Social Worker,New York,New York City,10203,20131.43
Audie Pryer,White,Female,66,Lawyer,New York,New York City,10105,23263.6
Nils Lanfer,Other,Male,26,Lawyer,New York,Bronx,10454,20178.54
Doreen Joynson,White,Female,42,VP Marketing,New York,Rochester,14646,16117.93
Rudyard Regler,Other,Male,68,Human Resources,New York,Rochester,14609,21744.7
Betta Bevington,White,Female,28,Web Designer,New York,New York City,10029,21869.02
Beaufort Gundry,Hispanic,Male,61,Community Outreach Specialist,New York,Brooklyn,11241,19215.72
Percy Capoun,Hispanic,Male,49,Office Assistant,New York,Brooklyn,11254,17472.24
Ches Powell,Hispanic,Male,28,Clinical Specialist,New York,Jamaica,11470,22336.01
Milicent McAusland,Asian,Female,42,Nurse,New York,New York City,10004,19157.96
Kitty Ravilus,White,Female,62,Lawyer,New York,New York City,10292,18155.9
Anthea Rockey,White,Female,37,Health Coach,New York,Albany,12247,22214.76
Lucias Huxter,White,Male,57,Lawyer,New York,Buffalo,14215,21656.19
Nathalie Autie,White,Female,48,Sales Associate,New York,New York City,10090,15979.44
Alley Tethcote,White,Male,69,Safety Technician,New York,Rochester,14624,24563.83
Hadrian Dairton,Black,Male,70,Assistant Media Planner,New York,Rochester,14619,16370.47
Martin Cheasman,White,Male,68,Lawyer,New York,New York City,10165,23302.18
Gasparo Peachman,White,Male,27,Director of Sales,New York,Buffalo,14210,24667.12
Nilson Andrewartha,Black,Male,52,Clinical Specialist,New York,Albany,12247,20044.11
Benedicta Cristofaro,American Indian & Alaska Native,Female,46,Payment Adjustment Coordinator,New York,Jamaica,11407,20615.11
Raddie Sired,White,Male,23,Executive Secretary,New York,Buffalo,14263,19259.87
Dolf Aldie,White,Male,58,Account Coordinator,New York,Yonkers,10705,24701.69
Ryley Ugolotti,White,Male,32,Human Resources,New York,New York City,10014,22282.32
Stevana Vose,White,Female,26,Lawyer,New York,Rochester,14639,17188.9
Ross Shingfield,Black,Male,47,Assistant Professor,New York,Buffalo,14276,24285.96
Sissie Kinnie,Hispanic,Female,33,Tax Accountant,New York,Rochester,14652,16251.57
Dare Darth,Hispanic,Male,56,Account Executive,New York,Albany,12210,24496.48
Georgianna Grubey,Hispanic,Female,18,Software Developer,New York,Syracuse,13251,21110.36
Hazel Draysey,White,Female,69,Electrician,New York,New York City,10155,23372.42
Barri Gladdolph,White,Male,39,Electrician,New York,Albany,12205,19552.37
Lutero Hinkensen,Hispanic,Male,19,Software Developer,New York,Albany,12210,20953.56
Becki Wilderspoon,White,Female,56,Electrician,New York,Brooklyn,11220,23668.73
Alonso Finnis,Hispanic,Male,63,Database Administrator,New York,Buffalo,14263,17481.24
Lisle Conew,Black,Male,18,Software Developer,New York,New Hyde Park,11044,15268.78
Wendel Monte,Black,Male,62,Food Chemist,New York,Staten Island,10310,24708.88
Fayina Van Schafflaer,White,Female,58,Electrician,New York,New York City,10079,22897.96
Jocelin Sage,Black,Female,36,Software Developer,New York,New York City,10275,21600.65
Iorgos Christescu,White,Male,25,Web Designer,New York,Rochester,14614,20963.91
Damian Vittet,White,Male,46,Health Coach,New York,Albany,12262,21541.42
Ethelda Birchner,Hispanic,Female,28,Graphic Designer,New York,White Plains,10633,17138.58
Nance Clem,White,Female,44,Electrician,New York,White Plains,10606,16548.79
Thaddus Benda,White,Male,51,Associate Professor,New York,White Plains,10633,15939.68
Amalie Nelmes,White,Female,31,Statistician,New York,New York City,10170,16656.59
Vidovik Donner,Hispanic,Male,24,Office Assistant,New York,New York City,10110,18230.18
Herman McFeat,White,Male,47,Assistant Manager,New York,Jamaica,11480,21095.28
Aurelia Gibke,Hispanic,Female,33,Senior Editor,New York,Rochester,14646,21137.93
Dyana McKerlie,White,Female,47,Database Administrator,New York,Buffalo,14276,23825.45
Barrie Grodden,White,Female,27,Administrative Officer,New York,Syracuse,13224,22783.3
Ilise Bosher,White,Female,19,Database Administrator,New York,New York City,10019,21891.05
Maryrose Carde,White,Female,54,Financial Analyst,New York,Elmira,14905,20918.67
Normand Salerg,White,Male,41,Librarian,New York,Buffalo,14205,21598.37
Gale Hoopper,White,Female,68,Physical Therapy Assistant,New York,Jamaica,11480,22878.34
Martie Ablewhite,Asian,Female,46,Accountant,New York,Brooklyn,11225,21793.77
Suzann Semered,White,Female,61,Human Resources,New York,New York City,10203,17139.23
Mikael Bilham,Black,Male,63,Accountant,New York,Albany,12255,20905.84
Harley Borthwick,Hispanic,Male,32,VP Product Management,New York,Buffalo,14225,22293.65
Winston Anthona,Hispanic,Male,69,Software Developer,New York,Port Washington,11054,20953.04
Garret Got,White,Male,40,Community Outreach Specialist,New York,Jamaica,11431,23826.25
Rob Kidson,White,Male,64,Software Developer,New York,Buffalo,14233,21880.32
Erastus Haslegrave,Hispanic,Male,70,Human Resources,New York,New York City,10184,15733
Orlan Breeds,White,Male,62,Physical Therapy Assistant,New York,New York City,10029,24859.13
Jeannine Guiraud,White,Female,48,Legal Assistant,New York,Rochester,14646,15381.95
Matthieu Cordeau],Black,Male,49,Senior Cost Accountant,New York,New York City,10155,20489.16
Donny Saddler,White,Female,22,Occupational Therapist,New York,New York City,10014,16164.81
Merridie MacAndreis,White,Female,56,Electrician,New York,New York City,10079,16692.43
Alanson Skellon,Hispanic,Male,62,Electrician,New York,Jamaica,11436,18257.45
Gunter Jeayes,Black,Male,45,Software Developer,New York,Buffalo,14263,17323.09
Brock Dallan,White,Male,46,Graphic Designer,New York,Jamaica,11480,19863.74
Guillaume Hearn,White,Male,55,Web Designer,New York,Bronx,10464,22629.52
Barney Tully,White,Male,40,Human Resources,New York,Bronx,10469,22139.51
Adella Chamberlain,White,Female,33,Speech Pathologist,New York,Flushing,11388,21228.54
Stacee Hegel,White,Female,58,Teacher,New York,Albany,12255,17236.02
Del Maxweell,White,Male,52,General Manager,New York,New York City,10170,24254.46
Lucia Port,White,Female,57,Research Assistant,New York,New York City,10120,18347.31
Herta Veelers,White,Female,23,Environmental Tech,New York,Syracuse,13251,22201.01
Aile Seaborne,White,Female,61,Senior Editor,New York,Syracuse,13217,21569.06
Pet Cinnamond,Asian,Female,59,Senior Cost Accountant,New York,Hicksville,11854,22278.19
Cynthia Echallie,White,Female,65,Professor,New York,Brooklyn,11241,20223.01
Rochell Jarlmann,White,Female,61,Research Nurse,New York,New York City,10203,17020.4
Callida Sandercock,Black,Female,40,Assistant Media Planner,New York,New York City,10120,17485.74
Roana Jenkinson,White,Female,24,Financial Advisor,New York,Elmira,14905,15408.57
Magdaia Beatey,Asian,Female,67,Compensation Analyst,New York,New York City,10039,19602.32
Jemimah Sperling,White,Female,34,Health Coach,New York,Rochester,14604,16160
Eada Aires,White,Female,63,Human Resources,New York,Rochester,14646,15990.05
Jeannie Varsey,White,Female,37,Junior Executive,New York,Brooklyn,11220,21406.8
Bo Furlong,White,Male,24,Assistant Manager,New York,Schenectady,12325,23730.86
Caleb Allom,White,Male,48,Food Chemist,New York,New York City,10292,23728.22
Kahaleel Foottit,White,Male,32,Nurse Practicioner,New York,New York City,10165,23606.38
Boycie Fant,Black,Male,46,Media Manager,New York,Brooklyn,11225,16158.66
Cyrille Marikhin,Black,Male,18,Electrician,New York,Syracuse,13224,23788
Ralph Reape,White,Male,29,VP Product Management,New York,New York City,10292,23124.84
Derrick Sember,White,Male,70,Electrician,New York,Brooklyn,11247,15280.59
Welbie Gooderidge,White,Male,34,Automation Specialist,New York,Buffalo,14225,17622.05
Tabatha Sidsaff,White,Female,53,Actuary,New York,Buffalo,14276,17941.12
Salomi Raye,Hispanic,Female,40,Accountant,New York,New York City,10004,23465.87
Randolph Mancell,Hispanic,Male,68,Payment Adjustment Coordinator,New York,Albany,12232,21305.72
Hephzibah Nisard,Black,Female,31,Research Assistant,New York,Rochester,14619,20131.43
Coleman Lopez,White,Male,60,Administrative Officer,New York,New York City,10170,23263.6
Urbano Gurys,White,Male,23,Sales Associate,New York,New York City,10125,20178.54
Maryanne Paaso,White,Female,69,Environmental Tech,New York,New York City,10203,16117.93
Reba Prewett,Hispanic,Female,31,Electrician,New York,New York City,10125,21744.7
Correna Morigan,Hispanic,Female,25,Electrician,New York,Albany,12242,21869.02
Eba Blackshaw,Asian,Female,33,Marketing Manager,New York,New York City,10175,19215.72
Arel Kitchinghan,White,Male,37,Marketing Assistant,New York,Albany,12247,17472.24
Hyacintha Ions,Hispanic,Female,61,Senior Sales Associate,New York,Rochester,14683,22336.01
Rocky Stebbings,White,Male,36,Electrician,New York,Rochester,14646,19157.96
Thorpe Keasley,White,Male,40,Web Designer,New York,New York City,10280,18155.9
Nissa Aldine,White,Female,54,Accountant,New York,New York City,10115,22214.76
Nicole Le feaver,Hispanic,Female,54,Electrician,New York,New York City,10170,21656.19
Perri Doorly,White,Female,54,Electrician,New York,New York City,10090,15979.44
Artur Sabban,White,Male,66,Administrative Officer,New York,New York City,10004,24563.83
Marius Lowten,Asian,Male,34,Senior Financial Analyst,New York,Albany,12255,16370.47
Bordie McVicar,White,Male,20,Electrician,New York,Brooklyn,11225,23302.18
Pryce Sibyllina,Hispanic,Male,21,Administrative Officer,New York,Mount Vernon,10557,24667.12
Oswald Haggett,White,Male,25,Architect,New York,Albany,12262,20044.11
Claretta Fildery,White,Female,36,Senior Sales Associate,New York,New York City,10110,20615.11
Bertrando Antonov,White,Male,50,Senior Developer,New York,Albany,12210,19259.87
Zolly Tuck,White,Male,52,VP Sales,New York,New York City,10105,24701.69
Valencia Vasyukov,White,Female,47,Architect,New York,Bronx,10469,22282.32
Justina Halleday,Hispanic,Female,50,General Manager,New York,New York City,10131,17188.9
Cesya Blundin,White,Female,22,Registered Nurse,New York,Brooklyn,11241,24285.96
Rudolfo Champ,White,Male,60,Teacher,New York,Brooklyn,11231,16251.57
Angele Maffetti,White,Female,61,Web Designer,New York,Mount Vernon,10557,24496.48
Eveline Trulocke,White,Female,64,Architect,New York,New York City,10280,21110.36
Baillie Eckart,Black,Male,18,VP Quality Control,New York,Hicksville,11854,23372.42
Emelia Melendez,White,Female,51,Editor,New York,Schenectady,12325,19552.37
Freddy Burmaster,White,Male,70,Software Consultant,New York,Rochester,14652,20953.56
Rachelle Shortan,White,Female,43,Editor,New York,New York City,10120,23668.73
Pavla Bushe,White,Female,57,Professor,New York,Buffalo,14263,17481.24
Neddie Ebbins,White,Male,52,Compensation Analyst,New York,New York City,10090,15268.78
Gradeigh Tapp,White,Male,58,Architect,New York,New York City,10160,24708.88
Zuzana Collumbine,White,Female,55,Senior Developer,New York,Elmira,14905,22897.96
Alexander Rebeiro,White,Male,59,Social Worker,New York,Buffalo,14215,21600.65
Margret Breckin,White,Female,53,Sales Associate,New York,New York City,10280,20963.91
Miltie Truitt,White,Male,69,Teacher,New York,New York City,10160,21541.42
Nananne Daburn,White,Female,44,Technical Writer,New York,Albany,12262,17138.58
Suzann Domengue,White,Female,21,Quality Control Specialist,New York,Rochester,14614,16548.79
Tawnya Molfino,White,Female,28,Software Developer,New York,Bronx,10474,15939.68
Tabatha McKeon,White,Female,26,Architect,New York,Syracuse,13224,16656.59
Mikael Weich,Black,Male,28,Media Manager,New York,Albany,12242,18230.18
Orbadiah Dalliwater,White,Male,54,Architect,New York,Mount Vernon,10557,21095.28
Alfie Cornelis,White,Male,55,Software Developer,New York,Brooklyn,11210,21137.93
Tulley Han,Black,Male,42,Senior Editor,New York,Rochester,14646,23825.45
Westleigh Shottin,White,Male,68,Physical Therapy Assistant,New York,New York City,10099,22783.3
Austin Lieber,Black,Male,43,VP Quality Control,New York,New York City,10090,21891.05
Doroteya Fetter,White,Female,44,Help Desk Technician,New York,Schenectady,12325,20918.67
Harbert Othen,Black,Male,48,Administrative Officer,New York,Syracuse,13210,21598.37
Gusta Gantzer,Black,Female,66,Software Developer,New York,New York City,10024,22878.34
Florette Judgkins,Asian,Female,68,Architect,New York,Albany,12247,21793.77
Lorant Pilbeam,Hispanic,Male,28,Biostatistician,New York,Brooklyn,11215,17139.23
Emmery Rees,White,Male,55,Quality Control Specialist,New York,New York City,10249,20905.84
Rickie Serot,Black,Female,59,Clinical Specialist,New York,Rochester,14614,22293.65
Clemente Sokill,White,Male,65,Senior Editor,New York,New York City,10014,20953.04
Michaella Lube,White,Female,61,Social Worker,New York,Albany,12222,23826.25
Jerri Nevin,Hispanic,Male,30,Software Developer,New York,New York City,10060,21880.32
Ingrid Ridoutt,White,Female,37,Recruiter,New York,Staten Island,10310,15733
